age,income,experience_years,credit_history_years,existing_loans,loan_amount,region,employment_type,default
44,38900,24,1,1,100000,Регион,Наёмный труд,0
47,109500,22,2,1,44000,Санкт-Петербург,Наёмный труд,0
21,56000,0,6,1,105000,Регион,Наёмный труд,0
54,67000,32,9,1,98000,Регион,Без работы,0
56,47100,35,0,3,95000,Регион,Самозанятый,1
24,44300,3,5,0,345000,Регион,Без работы,1
20,21200,0,2,1,220000,Регион,Наёмный труд,1
59,70100,34,2,0,295000,Москва,Самозанятый,0
31,79700,6,3,1,121000,Регион,Наёмный труд,0
55,32000,32,12,0,288000,Регион,Наёмный труд,0
64,45200,39,3,1,59000,Регион,Самозанятый,0
42,42600,20,6,0,80000,Регион,Наёмный труд,0
50,59200,25,2,0,70000,Москва,Наёмный труд,1
30,38400,6,7,3,73000,Санкт-Петербург,Наёмный труд,0
29,74500,3,7,3,101000,Москва,Самозанятый,0
22,50600,0,10,0,112000,Москва,Наёмный труд,0
33,15600,11,12,1,128000,Санкт-Петербург,Наёмный труд,0
35,59800,12,6,0,281000,Регион,Без работы,0
29,76800,5,1,3,40000,Санкт-Петербург,Наёмный труд,0
48,29200,24,4,0,48000,Регион,Наёмный труд,0
29,58900,3,5,0,23000,Москва,Наёмный труд,0
31,111700,10,11,0,60000,Регион,Самозанятый,0
49,51600,27,9,1,76000,Регион,Наёмный труд,0
60,81900,34,3,0,65000,Санкт-Петербург,Наёмный труд,0
20,40200,0,12,1,50000,Регион,Наёмный труд,0
24,48600,1,9,2,104000,Регион,Наёмный труд,0
39,44700,13,4,2,78000,Регион,Наёмный труд,0
27,41200,6,13,1,58000,Санкт-Петербург,Наёмный труд,0
62,45900,38,8,2,108000,Регион,Наёмный труд,0
31,23500,5,10,0,70000,Регион,Без работы,0
20,42200,0,6,1,198000,Москва,ИП,0
39,89500,18,1,1,89000,Регион,Без работы,0
47,31800,25,10,1,80000,Санкт-Петербург,ИП,0
62,30300,40,0,0,115000,Санкт-Петербург,Наёмный труд,0
56,50400,34,1,0,30000,Регион,Наёмный труд,0
56,51500,30,2,2,204000,Регион,Без работы,0
31,58100,10,10,1,158000,Санкт-Петербург,Наёмный труд,1
56,46600,30,1,0,61000,Регион,Без работы,0
63,50600,37,10,1,50000,Москва,Наёмный труд,0
47,41900,21,2,0,54000,Москва,Наёмный труд,0
34,27600,10,9,0,42000,Регион,Наёмный труд,0
25,47500,0,14,0,36000,Регион,Наёмный труд,0
63,67900,43,10,0,42000,Санкт-Петербург,Наёмный труд,0
39,61800,15,10,5,20000,Москва,Наёмный труд,0
33,22400,12,14,0,79000,Регион,Наёмный труд,0
21,54900,1,11,1,91000,Регион,Наёмный труд,0
28,32800,8,13,0,213000,Регион,Наёмный труд,0
56,91700,36,11,0,178000,Москва,ИП,0
39,56800,14,8,1,64000,Регион,Наёмный труд,0
45,73400,19,3,0,85000,Регион,Наёмный труд,0
48,49500,21,11,1,191000,Регион,Наёмный труд,0
20,47600,0,8,2,75000,Регион,Самозанятый,0
54,96100,33,10,0,109000,Регион,Наёмный труд,0
25,75900,0,2,1,69000,Москва,Без работы,0
56,51700,31,11,2,101000,Санкт-Петербург,Наёмный труд,0
24,44800,0,0,1,104000,Москва,Наёмный труд,0
52,22700,29,10,0,80000,Москва,Наёмный труд,0
33,56700,13,4,1,187000,Регион,Наёмный труд,0
31,46300,5,9,0,59000,Регион,Наёмный труд,0
61,62900,38,9,0,106000,Москва,ИП,0
39,72100,12,13,0,288000,Регион,Наёмный труд,0
43,85400,16,1,0,119000,Регион,ИП,0
62,57000,39,3,0,61000,Санкт-Петербург,Самозанятый,0
53,30600,28,1,1,122000,Регион,ИП,0
44,18600,23,1,2,425000,Регион,Наёмный труд,1
48,33800,26,12,0,101000,Москва,Без работы,0
58,89300,32,2,0,159000,Москва,Наёмный труд,0
50,111400,23,4,2,99000,Москва,Наёмный труд,0
62,44000,35,3,0,116000,Санкт-Петербург,Самозанятый,0
42,25400,19,1,3,94000,Санкт-Петербург,Наёмный труд,1
63,36600,37,14,0,54000,Регион,ИП,0
57,81800,34,10,2,124000,Регион,Наёмный труд,0
39,37600,19,13,1,47000,Регион,Наёмный труд,0
42,63900,16,13,1,82000,Санкт-Петербург,Наёмный труд,0
64,52900,44,9,0,311000,Санкт-Петербург,Наёмный труд,0
35,67500,8,1,1,95000,Регион,Наёмный труд,0
61,111100,36,13,1,57000,Регион,Наёмный труд,0
27,63900,7,5,1,114000,Москва,ИП,0
40,52400,14,6,0,71000,Санкт-Петербург,ИП,0
20,116700,0,11,3,105000,Регион,Самозанятый,0
27,57400,1,9,0,49000,Москва,Самозанятый,0
48,34300,25,5,3,158000,Санкт-Петербург,Наёмный труд,1
51,66800,31,6,0,106000,Регион,Самозанятый,0
57,60000,36,0,2,54000,Москва,Наёмный труд,0
24,42700,0,5,0,122000,Москва,Наёмный труд,0
41,38800,16,10,0,315000,Регион,ИП,0
53,42900,31,2,1,61000,Регион,Наёмный труд,0
20,38600,0,0,2,156000,Регион,Самозанятый,0
45,43500,22,7,0,127000,Регион,Наёмный труд,0
62,33500,41,3,1,126000,Москва,Наёмный труд,0
29,58300,7,9,0,169000,Москва,Наёмный труд,0
49,56400,22,7,3,84000,Регион,Наёмный труд,0
37,57300,15,9,0,108000,Регион,Самозанятый,0
36,47700,11,13,0,105000,Санкт-Петербург,Без работы,0
45,45300,20,10,0,59000,Москва,Наёмный труд,0
27,93800,3,3,1,130000,Санкт-Петербург,Наёмный труд,0
59,50500,32,3,1,79000,Регион,Наёмный труд,0
31,86600,8,11,0,296000,Москва,Самозанятый,0
46,31300,26,13,1,73000,Регион,Наёмный труд,0
27,63900,2,9,0,45000,Москва,Без работы,0
44,35200,23,3,0,193000,Регион,ИП,0
23,38200,2,5,0,63000,Регион,Самозанятый,1
52,40700,31,13,1,48000,Регион,Наёмный труд,0
20,39600,0,8,2,125000,Регион,ИП,1
38,39700,11,4,0,220000,Регион,Наёмный труд,0
50,84800,23,11,1,154000,Москва,Самозанятый,0
35,50000,10,12,1,70000,Санкт-Петербург,Самозанятый,1
33,54200,8,9,0,107000,Регион,Наёмный труд,0
24,39900,3,13,3,83000,Регион,Наёмный труд,0
60,72100,33,14,2,267000,Регион,Без работы,1
45,57500,18,7,1,76000,Регион,Без работы,1
47,42700,22,7,0,105000,Регион,ИП,0
21,24000,0,3,3,109000,Регион,Наёмный труд,1
25,54000,5,14,0,49000,Регион,Наёмный труд,1
28,63500,8,10,0,88000,Регион,Самозанятый,1
52,31600,28,9,1,89000,Регион,Наёмный труд,0
60,42900,33,8,1,226000,Регион,Наёмный труд,1
44,62400,21,8,0,111000,Регион,Наёмный труд,1
32,24200,12,4,0,79000,Регион,Наёмный труд,0
28,36600,4,5,1,90000,Регион,Наёмный труд,0
32,58100,10,4,1,95000,Регион,Наёмный труд,0
50,80600,27,2,1,96000,Москва,Наёмный труд,0
60,131100,33,10,0,172000,Регион,ИП,0
30,118300,10,7,0,178000,Москва,Без работы,0
23,52300,0,8,0,54000,Санкт-Петербург,Наёмный труд,0
53,39400,31,14,0,187000,Москва,Наёмный труд,1
57,74300,33,3,0,155000,Москва,Наёмный труд,0
23,38400,3,8,0,96000,Регион,Самозанятый,1
57,34800,30,8,0,41000,Регион,Самозанятый,0
38,42700,18,6,1,112000,Регион,ИП,0
25,40400,0,7,0,80000,Санкт-Петербург,Самозанятый,0
53,59000,31,14,1,138000,Санкт-Петербург,Наёмный труд,1
37,37400,17,2,1,146000,Санкт-Петербург,Наёмный труд,0
32,50900,11,14,1,218000,Регион,Наёмный труд,0
60,100500,34,4,1,52000,Регион,Самозанятый,0
42,51800,17,2,1,356000,Регион,Наёмный труд,0
38,97000,13,6,0,169000,Санкт-Петербург,Без работы,0
64,84200,44,5,1,152000,Регион,Самозанятый,0
30,64000,4,10,1,312000,Москва,ИП,0
20,41800,0,2,1,119000,Регион,Наёмный труд,1
43,78300,20,8,0,184000,Регион,Наёмный труд,0
26,43800,4,11,0,109000,Москва,Самозанятый,0
44,49000,21,0,3,163000,Санкт-Петербург,Наёмный труд,0
40,56900,16,9,1,198000,Москва,Наёмный труд,0
34,48900,11,2,0,186000,Регион,Без работы,1
20,35500,0,14,1,40000,Регион,Самозанятый,0
31,24700,10,14,0,77000,Регион,Наёмный труд,1
26,75500,1,14,0,199000,Регион,Самозанятый,0
34,63400,8,10,2,133000,Регион,Наёмный труд,0
40,22600,15,14,1,96000,Регион,Наёмный труд,0
38,35000,11,9,1,134000,Регион,Наёмный труд,1
48,53100,27,10,0,51000,Москва,ИП,0
44,59800,19,6,0,158000,Санкт-Петербург,Наёмный труд,0
52,24800,29,2,1,123000,Регион,Наёмный труд,1
51,47100,24,13,0,104000,Регион,Наёмный труд,0
54,62500,27,2,0,89000,Регион,Без работы,0
63,41800,39,1,3,113000,Регион,ИП,0
57,55000,30,8,0,84000,Москва,Наёмный труд,0
45,39400,18,10,0,81000,Москва,Наёмный труд,1
30,73800,10,3,0,289000,Регион,Наёмный труд,0
54,34200,33,9,0,38000,Регион,Наёмный труд,0
27,29300,4,12,1,39000,Москва,Самозанятый,0
33,49700,7,5,0,158000,Регион,Наёмный труд,0
29,25700,6,1,0,47000,Москва,Без работы,0
21,19000,0,8,1,30000,Регион,Наёмный труд,1
28,79800,8,14,1,181000,Регион,Наёмный труд,0
22,31500,0,6,0,210000,Москва,Наёмный труд,1
40,26900,15,9,0,45000,Санкт-Петербург,Наёмный труд,0
45,34000,20,4,0,34000,Москва,Без работы,0
27,33300,1,6,4,48000,Регион,ИП,0
21,46000,0,13,0,65000,Регион,Наёмный труд,0
25,30000,1,3,1,311000,Москва,Наёмный труд,1
47,61300,21,12,1,76000,Регион,Наёмный труд,1
48,65600,26,9,0,163000,Санкт-Петербург,Наёмный труд,1
45,27600,20,12,1,152000,Санкт-Петербург,ИП,0
44,37100,20,14,0,218000,Москва,ИП,0
31,38700,5,6,0,68000,Москва,Наёмный труд,0
24,45500,0,1,0,98000,Регион,Наёмный труд,0
53,79800,30,6,2,87000,Санкт-Петербург,Наёмный труд,0
56,81900,35,14,0,136000,Регион,Без работы,1
34,150900,11,3,1,205000,Регион,Наёмный труд,0
63,17700,43,3,0,365000,Регион,Наёмный труд,0
55,32300,28,0,0,78000,Санкт-Петербург,Наёмный труд,0
34,110900,9,11,1,107000,Регион,Наёмный труд,0
62,21800,38,2,0,166000,Регион,Наёмный труд,0
42,109800,16,4,1,142000,Москва,Самозанятый,0
25,52400,0,4,1,276000,Регион,Без работы,0
63,53300,42,1,0,93000,Регион,Наёмный труд,0
62,27600,36,3,0,78000,Регион,Наёмный труд,0
64,40000,39,0,0,225000,Регион,ИП,0
40,107600,16,14,2,118000,Регион,ИП,0
42,48000,18,8,0,137000,Регион,Наёмный труд,0
62,40100,39,0,0,95000,Москва,Самозанятый,0
35,58800,14,5,1,172000,Москва,Самозанятый,0
34,45000,13,6,0,59000,Регион,Наёмный труд,1
44,57300,19,2,3,75000,Санкт-Петербург,Наёмный труд,0
55,33400,31,11,0,20000,Регион,ИП,1
30,47300,3,14,0,68000,Регион,ИП,0
34,36700,13,0,2,173000,Регион,Наёмный труд,0
23,21800,2,6,0,102000,Регион,Наёмный труд,0
40,60900,14,2,0,57000,Регион,Наёмный труд,0
32,28100,7,12,0,233000,Санкт-Петербург,ИП,0
41,45500,18,9,1,107000,Москва,Наёмный труд,0
38,74400,12,11,0,273000,Регион,Наёмный труд,0
53,25000,27,11,1,165000,Регион,Самозанятый,1
33,64400,11,5,1,111000,Регион,Наёмный труд,1
23,42800,3,12,2,297000,Санкт-Петербург,ИП,1
46,31700,24,11,2,79000,Москва,Наёмный труд,1
48,121800,27,13,2,51000,Регион,Наёмный труд,0
47,49000,23,5,0,258000,Регион,Наёмный труд,0
54,38000,34,13,0,142000,Санкт-Петербург,Без работы,0
27,34500,7,11,1,228000,Регион,Самозанятый,1
35,72900,11,3,1,168000,Регион,Наёмный труд,0
61,37200,41,11,0,265000,Регион,Без работы,0
55,68900,31,10,0,73000,Регион,Самозанятый,0
49,49000,29,5,1,88000,Москва,Наёмный труд,0
37,81000,11,10,1,88000,Регион,Наёмный труд,0
21,30700,0,9,0,88000,Москва,Наёмный труд,0
32,32700,7,3,1,39000,Санкт-Петербург,Наёмный труд,0
23,43200,0,14,0,109000,Регион,Наёмный труд,0
45,44800,23,12,1,159000,Москва,Наёмный труд,0
44,41800,18,7,2,66000,Регион,Наёмный труд,1
49,160200,29,8,1,57000,Санкт-Петербург,Наёмный труд,0
30,124100,7,1,3,91000,Регион,Наёмный труд,0
26,56100,2,6,0,158000,Москва,Наёмный труд,0
50,59100,24,8,0,52000,Регион,Наёмный труд,0
63,44100,43,8,1,401000,Регион,Наёмный труд,0
29,30600,4,11,1,45000,Регион,Без работы,0
58,45200,33,4,0,70000,Регион,Наёмный труд,0
32,69400,8,0,0,195000,Санкт-Петербург,Наёмный труд,1
50,88200,27,5,0,176000,Москва,Наёмный труд,0
26,76700,6,14,0,167000,Регион,Наёмный труд,0
61,24800,41,7,0,65000,Регион,ИП,0
61,43000,38,0,1,73000,Москва,Наёмный труд,0
55,25300,32,1,0,59000,Москва,Наёмный труд,0
39,82900,16,12,1,81000,Регион,Наёмный труд,1
23,40700,0,12,1,124000,Регион,Наёмный труд,1
26,48000,2,0,2,59000,Регион,Наёмный труд,1
20,60800,0,4,1,35000,Москва,Наёмный труд,0
63,170200,36,1,1,199000,Санкт-Петербург,Наёмный труд,0
64,55300,41,14,0,89000,Москва,Самозанятый,0
61,44000,37,9,2,155000,Регион,Наёмный труд,0
32,28000,10,9,0,82000,Регион,Наёмный труд,0
41,94500,21,13,0,137000,Регион,Наёмный труд,1
40,45200,20,3,0,399000,Регион,Без работы,1
41,103300,14,0,0,50000,Москва,Наёмный труд,0
47,80600,20,6,0,62000,Санкт-Петербург,Наёмный труд,0
28,39800,7,7,0,58000,Регион,Наёмный труд,0
45,26200,23,4,0,349000,Москва,Наёмный труд,1
28,55400,2,1,1,98000,Санкт-Петербург,Наёмный труд,0
34,37200,7,7,0,168000,Регион,Без работы,0
29,49900,6,0,0,20000,Регион,Наёмный труд,0
43,78600,20,14,3,124000,Регион,Самозанятый,0
61,23300,35,6,1,80000,Санкт-Петербург,Наёмный труд,0
27,55200,2,0,0,227000,Регион,Самозанятый,0
43,69000,21,11,2,147000,Регион,Наёмный труд,0
35,70500,12,5,2,77000,Регион,Наёмный труд,0
45,26500,18,12,0,255000,Регион,Без работы,1
46,59200,25,5,0,269000,Регион,Наёмный труд,0
56,84300,32,14,1,244000,Москва,Без работы,0
23,57200,3,4,1,156000,Регион,Наёмный труд,0
43,46500,21,14,0,84000,Регион,Без работы,0
38,81900,18,1,0,113000,Москва,Наёмный труд,0
55,35900,31,1,0,77000,Москва,ИП,0
58,24600,36,8,1,113000,Регион,Наёмный труд,0
29,44800,2,4,0,69000,Санкт-Петербург,Наёмный труд,0
44,62400,20,4,0,89000,Регион,ИП,0
37,78200,14,6,0,357000,Регион,Самозанятый,0
38,62200,12,5,0,119000,Москва,Наёмный труд,0
55,71400,32,1,0,76000,Регион,Наёмный труд,0
29,78500,2,10,1,51000,Москва,Наёмный труд,0
52,42100,26,0,0,93000,Регион,Наёмный труд,0
24,45900,1,4,1,154000,Регион,Наёмный труд,0
54,87500,30,3,0,107000,Регион,Самозанятый,0
63,28400,39,11,1,96000,Регион,Наёмный труд,1
53,59500,29,2,1,127000,Регион,Наёмный труд,0
52,35500,32,1,2,125000,Регион,Без работы,1
40,80400,13,9,0,151000,Регион,Наёмный труд,0
36,48600,12,1,0,153000,Регион,Наёмный труд,0
41,49200,18,13,0,94000,Регион,ИП,0
56,106700,35,14,2,91000,Москва,ИП,0
34,30200,7,3,1,99000,Регион,ИП,0
54,54000,30,1,1,138000,Регион,ИП,0
47,45200,26,3,1,193000,Москва,Наёмный труд,0
26,62300,0,2,1,81000,Регион,Наёмный труд,0
51,116800,28,8,1,89000,Москва,Самозанятый,0
30,37300,6,6,0,61000,Регион,Наёмный труд,0
29,28600,9,13,2,40000,Санкт-Петербург,Наёмный труд,1
28,34100,8,12,2,47000,Регион,Самозанятый,0
33,44100,7,10,1,54000,Регион,ИП,0
32,50500,11,14,1,66000,Регион,Наёмный труд,0
44,51600,19,11,0,130000,Москва,Без работы,0
21,110300,1,2,3,52000,Санкт-Петербург,ИП,0
54,101800,27,12,1,100000,Москва,Без работы,0
26,88100,6,14,1,163000,Регион,Без работы,0
40,152000,20,13,1,60000,Санкт-Петербург,Наёмный труд,0
37,71000,14,7,1,73000,Регион,ИП,0
22,80700,2,8,3,45000,Регион,ИП,0
61,70400,39,12,1,56000,Регион,Самозанятый,0
58,65400,34,6,2,225000,Москва,Самозанятый,1
60,58500,34,5,0,134000,Регион,Наёмный труд,0
30,41000,10,3,1,359000,Москва,Наёмный труд,0
58,28000,33,4,1,63000,Регион,Наёмный труд,0
43,46200,16,7,1,244000,Регион,Самозанятый,0
38,63200,13,2,1,64000,Москва,Самозанятый,0
23,50600,3,1,0,73000,Москва,Наёмный труд,0
45,30400,25,2,0,506000,Регион,Наёмный труд,1
57,45500,35,11,0,60000,Регион,Самозанятый,0
61,44400,41,6,1,256000,Регион,Наёмный труд,0
51,47700,31,7,2,97000,Санкт-Петербург,Наёмный труд,0
58,61100,34,0,3,52000,Регион,Наёмный труд,0
64,67400,39,12,0,42000,Регион,Без работы,0
55,39100,33,6,0,105000,Регион,Самозанятый,0
59,76200,34,8,1,50000,Регион,Наёмный труд,0
56,81600,34,11,2,83000,Регион,Наёмный труд,0
52,56600,27,12,1,31000,Москва,Наёмный труд,0
55,66100,35,13,0,122000,Регион,Самозанятый,0
22,76300,0,13,1,39000,Москва,ИП,0
28,29900,3,14,1,95000,Санкт-Петербург,Наёмный труд,1
27,78800,5,2,0,43000,Регион,Наёмный труд,0
52,34400,26,14,2,206000,Регион,Без работы,0
25,35900,4,2,0,28000,Москва,Наёмный труд,0
60,53500,38,7,1,83000,Регион,Наёмный труд,0
58,18700,36,3,1,138000,Регион,Самозанятый,1
23,53100,1,13,2,122000,Москва,Без работы,1
32,76300,9,7,1,47000,Регион,ИП,1
21,23400,0,4,1,35000,Регион,Наёмный труд,1
24,80000,1,13,2,158000,Москва,Наёмный труд,0
63,35800,40,2,1,92000,Регион,Наёмный труд,0
46,53800,24,14,1,52000,Регион,Наёмный труд,0
51,38200,30,3,0,161000,Регион,Наёмный труд,0
40,63400,18,13,0,70000,Москва,Наёмный труд,0
27,77700,7,3,0,67000,Регион,Самозанятый,1
57,65600,36,7,0,59000,Москва,Наёмный труд,0
27,48900,4,5,0,63000,Регион,Наёмный труд,0
22,39600,0,6,0,61000,Москва,Наёмный труд,0
63,47500,38,8,1,120000,Регион,Наёмный труд,0
22,65900,0,14,0,250000,Регион,Наёмный труд,1
41,66900,15,5,0,43000,Москва,Самозанятый,0
25,62800,0,2,0,80000,Москва,Наёмный труд,0
21,27500,0,14,0,89000,Санкт-Петербург,ИП,0
42,48500,16,12,3,130000,Москва,Наёмный труд,0
63,36900,42,2,0,179000,Регион,Наёмный труд,0
21,66100,0,10,0,90000,Регион,Наёмный труд,0
57,34700,36,2,0,67000,Регион,Наёмный труд,0
36,60100,15,11,1,140000,Регион,Самозанятый,0
54,43200,29,9,1,37000,Регион,Самозанятый,0
53,21000,31,1,0,27000,Москва,Наёмный труд,0
42,74500,22,0,3,467000,Санкт-Петербург,Наёмный труд,0
49,48500,25,10,3,61000,Регион,Наёмный труд,0
27,87000,4,9,1,77000,Регион,Без работы,0
41,23200,20,0,0,137000,Регион,Наёмный труд,1
63,43000,39,3,2,122000,Регион,ИП,0
55,44500,34,2,0,168000,Регион,Наёмный труд,0
24,55400,0,4,1,173000,Москва,Наёмный труд,0
32,27000,7,11,1,42000,Санкт-Петербург,Наёмный труд,1
48,62600,28,8,1,211000,Регион,Наёмный труд,0
50,115900,25,11,1,134000,Регион,Наёмный труд,0
35,60700,11,12,1,124000,Санкт-Петербург,Наёмный труд,0
61,51100,38,7,0,127000,Регион,Наёмный труд,0
49,26400,28,11,0,26000,Регион,Наёмный труд,0
35,34600,15,8,0,87000,Регион,Наёмный труд,0
31,47800,4,12,0,55000,Москва,Наёмный труд,0
36,38600,11,4,0,51000,Регион,Наёмный труд,0
35,77800,8,7,4,74000,Регион,Наёмный труд,0
31,62300,7,3,0,162000,Москва,Наёмный труд,0
27,164600,2,4,0,117000,Регион,Наёмный труд,0
39,31500,18,14,2,128000,Регион,Наёмный труд,1
22,49800,1,11,0,76000,Регион,ИП,0
35,26300,8,2,1,124000,Москва,Наёмный труд,1
49,18000,26,4,1,88000,Регион,Без работы,1
64,67900,44,11,1,174000,Москва,Наёмный труд,0
42,61300,20,2,3,150000,Регион,Без работы,1
47,33400,22,4,0,109000,Регион,Самозанятый,0
59,51100,38,10,1,61000,Регион,ИП,0
24,36900,0,13,2,116000,Регион,Без работы,0
39,39200,14,4,1,114000,Регион,Наёмный труд,1
59,42400,36,5,2,106000,Регион,Наёмный труд,1
63,32700,40,8,0,74000,Регион,Наёмный труд,0
20,35500,0,0,2,67000,Москва,Наёмный труд,0
49,36000,28,11,3,120000,Москва,Наёмный труд,0
40,59300,13,9,0,59000,Москва,Наёмный труд,0
39,14100,18,13,1,85000,Регион,Наёмный труд,0
25,44200,0,5,0,140000,Регион,Наёмный труд,1
41,30000,15,0,0,129000,Регион,Наёмный труд,0
37,30500,15,5,0,49000,Москва,Наёмный труд,0
27,38700,6,1,0,118000,Регион,Без работы,1
58,48700,33,7,1,334000,Москва,Наёмный труд,0
51,44500,26,10,1,148000,Регион,Наёмный труд,0
52,30400,25,2,0,84000,Санкт-Петербург,Наёмный труд,0
35,67800,9,9,1,216000,Москва,Самозанятый,0
31,32700,5,13,1,369000,Регион,Наёмный труд,0
57,35200,37,5,1,166000,Санкт-Петербург,Без работы,1
53,55700,29,5,4,35000,Регион,Наёмный труд,1
33,56600,12,14,1,143000,Регион,Наёмный труд,0
55,37200,28,3,1,222000,Регион,Без работы,0
52,13100,27,4,2,29000,Регион,Без работы,1
42,32900,16,1,0,173000,Санкт-Петербург,Наёмный труд,1
64,52700,39,9,0,87000,Регион,Наёмный труд,0
21,66800,0,14,1,217000,Регион,ИП,0
60,47300,34,9,2,95000,Регион,Наёмный труд,0
40,39500,18,7,1,121000,Москва,Наёмный труд,0
21,137600,0,9,3,123000,Регион,Наёмный труд,0
46,41500,20,6,1,152000,Москва,Наёмный труд,1
28,64600,4,9,2,129000,Москва,ИП,0
20,26900,0,5,1,58000,Москва,Наёмный труд,0
30,30000,3,6,2,84000,Москва,Без работы,0
22,65600,0,11,1,98000,Москва,Наёмный труд,0
42,78400,19,0,1,207000,Москва,Наёмный труд,0
45,41100,18,13,1,132000,Регион,Наёмный труд,0
23,21300,0,13,1,67000,Санкт-Петербург,Самозанятый,0
37,45500,10,4,0,57000,Москва,Без работы,0
25,53400,0,6,1,146000,Регион,ИП,0
54,51200,29,0,4,74000,Москва,Наёмный труд,1
41,38000,20,1,0,155000,Москва,Без работы,1
62,45800,37,8,1,95000,Регион,Без работы,0
34,35000,10,11,1,237000,Санкт-Петербург,Наёмный труд,1
41,29700,18,2,1,63000,Санкт-Петербург,Наёмный труд,0
56,68900,30,5,1,234000,Регион,Наёмный труд,0
61,51200,39,14,0,178000,Регион,Наёмный труд,0
31,45800,11,6,1,76000,Регион,Без работы,1
61,39000,35,8,1,58000,Регион,Наёмный труд,0
57,45200,36,4,0,314000,Регион,Наёмный труд,0
37,52700,17,3,1,57000,Регион,Наёмный труд,0
64,106700,42,10,1,119000,Москва,Наёмный труд,0
54,65800,30,11,1,121000,Регион,Самозанятый,0
49,36300,25,14,0,99000,Москва,Наёмный труд,0
43,36500,21,1,1,158000,Регион,Наёмный труд,0
61,34000,36,2,0,56000,Регион,Без работы,0
49,44800,27,14,2,315000,Регион,ИП,0
33,34000,6,4,0,60000,Регион,Наёмный труд,0
25,60700,0,10,0,91000,Регион,Наёмный труд,0
22,14900,0,14,0,42000,Москва,Наёмный труд,1
35,62400,14,12,0,185000,Санкт-Петербург,Самозанятый,0
26,55500,0,1,0,306000,Регион,Самозанятый,0
33,86500,10,12,2,329000,Регион,Наёмный труд,0
28,72700,2,3,0,195000,Регион,ИП,0
34,36000,8,0,1,79000,Регион,Наёмный труд,1
40,69100,14,3,2,99000,Регион,Наёмный труд,0
54,45500,34,6,0,81000,Регион,Наёмный труд,0
21,20500,1,14,2,48000,Регион,Наёмный труд,0
46,52700,22,13,1,83000,Регион,Наёмный труд,1
21,37000,0,11,0,170000,Регион,ИП,0
54,49000,29,2,2,59000,Регион,Наёмный труд,0
37,103100,10,9,1,25000,Регион,Самозанятый,0
33,54200,9,7,0,47000,Регион,ИП,0
39,31000,18,5,1,161000,Регион,ИП,0
37,75700,15,5,1,35000,Регион,Наёмный труд,0
29,57700,9,13,2,74000,Санкт-Петербург,Наёмный труд,0
44,29400,18,14,0,78000,Регион,Наёмный труд,0
21,23800,0,0,2,115000,Регион,Наёмный труд,1
44,31600,20,4,0,114000,Москва,Самозанятый,0
52,71400,28,2,0,126000,Регион,Наёмный труд,0
55,42800,35,14,0,90000,Регион,Наёмный труд,0
50,50800,26,9,0,56000,Регион,Наёмный труд,0
33,26800,8,14,2,170000,Регион,Без работы,1
20,72300,0,0,0,34000,Регион,Наёмный труд,1
35,19800,12,7,0,158000,Регион,Наёмный труд,1
22,36500,0,6,2,196000,Санкт-Петербург,Самозанятый,1
54,59200,32,6,0,401000,Москва,Наёмный труд,0
60,29600,36,11,1,63000,Регион,Наёмный труд,0
25,64600,0,9,0,71000,Регион,Наёмный труд,0
44,33200,17,13,1,102000,Санкт-Петербург,Наёмный труд,0
32,28200,9,9,0,97000,Москва,Наёмный труд,0
53,87500,32,9,0,163000,Регион,Наёмный труд,0
27,52500,3,3,0,135000,Санкт-Петербург,Без работы,0
40,61900,15,12,0,80000,Регион,ИП,0
53,77500,32,14,2,93000,Регион,Без работы,0
23,15100,0,10,0,173000,Регион,Наёмный труд,1
44,65200,17,5,0,46000,Санкт-Петербург,Наёмный труд,0
34,34800,8,12,1,86000,Регион,Без работы,0
23,36900,0,8,1,138000,Регион,Наёмный труд,1
64,59700,44,14,4,52000,Регион,Самозанятый,0
31,41600,8,13,1,12000,Регион,Наёмный труд,0
51,64100,28,2,0,235000,Санкт-Петербург,ИП,0
51,48100,31,14,0,98000,Москва,Без работы,0
47,52900,25,8,2,46000,Москва,Наёмный труд,0
32,39300,5,3,2,171000,Санкт-Петербург,Наёмный труд,0
50,30400,24,4,2,87000,Регион,Наёмный труд,0
33,35100,8,6,0,53000,Регион,Наёмный труд,0
39,46800,16,5,1,123000,Санкт-Петербург,Наёмный труд,0
37,112100,16,9,0,102000,Регион,ИП,0
48,95100,21,7,2,68000,Регион,Наёмный труд,0
25,36500,0,7,0,62000,Регион,Наёмный труд,0
51,50400,28,7,1,53000,Москва,Наёмный труд,1
48,43100,22,2,0,153000,Регион,Наёмный труд,0
62,52000,40,14,1,47000,Регион,Наёмный труд,0
21,55100,0,13,0,61000,Регион,ИП,0
42,62200,21,9,1,105000,Санкт-Петербург,Самозанятый,1
38,13300,12,5,3,237000,Регион,Наёмный труд,1
50,57800,25,6,1,107000,Регион,Наёмный труд,0
24,41000,0,8,1,140000,Регион,ИП,0
38,35700,17,9,0,105000,Регион,Наёмный труд,0
53,70100,26,9,1,170000,Москва,Наёмный труд,0
29,94900,9,13,0,316000,Регион,Наёмный труд,0
44,66800,20,11,0,76000,Москва,Наёмный труд,0
21,38800,1,14,1,100000,Санкт-Петербург,Наёмный труд,0
30,30200,5,3,0,110000,Регион,Без работы,0
50,12700,26,4,0,136000,Москва,Наёмный труд,0
