application_id,age,income,experience_years,credit_history_years,existing_loans,loan_amount,region,employment_type,default_true,default_proba
820,59,52000,33,1,0,73000,Регион,Наёмный труд,0,0.274
821,20,60800,0,4,1,35000,Москва,Наёмный труд,0,0.366
822,28,36600,3,7,0,82000,Регион,Наёмный труд,1,0.464
823,31,33400,9,6,1,121000,Регион,Наёмный труд,0,0.653
824,28,54800,8,9,1,61000,Москва,Наёмный труд,0,0.237
825,61,88100,36,1,2,96000,Москва,Без работы,0,0.231
826,56,70200,36,7,0,169000,Регион,Наёмный труд,0,0.28
827,27,77600,4,13,2,239000,Регион,Наёмный труд,1,0.426
828,22,35000,0,1,1,204000,Регион,Наёмный труд,0,0.813
829,43,79800,19,4,0,140000,Регион,Наёмный труд,0,0.241
830,55,90600,34,2,1,83000,Москва,Наёмный труд,0,0.247
831,44,93700,18,1,1,227000,Санкт-Петербург,Самозанятый,0,0.203
832,33,89700,9,7,2,111000,Регион,Наёмный труд,0,0.426
833,54,54000,33,4,2,148000,Москва,Наёмный труд,0,0.45
834,33,35100,8,6,0,53000,Регион,Наёмный труд,0,0.399
835,53,36700,28,2,2,174000,Санкт-Петербург,Наёмный труд,1,0.665
836,35,55500,11,7,1,113000,Регион,Самозанятый,1,0.473
837,40,63400,18,13,0,70000,Москва,Наёмный труд,0,0.197
838,40,75800,18,8,2,80000,Москва,ИП,0,0.254
839,60,58500,34,5,0,134000,Регион,Наёмный труд,0,0.279
840,63,36900,42,2,0,179000,Регион,Наёмный труд,0,0.577
841,54,34200,29,6,0,181000,Санкт-Петербург,Наёмный труд,0,0.587
842,27,51800,4,5,0,80000,Санкт-Петербург,Самозанятый,1,0.39
843,52,68600,26,13,0,99000,Регион,Наёмный труд,0,0.196
844,37,48800,17,13,0,218000,Москва,ИП,0,0.285
845,47,41800,26,0,0,125000,Регион,Наёмный труд,1,0.506
846,40,70500,18,8,0,47000,Регион,Наёмный труд,1,0.244
847,53,58100,26,14,1,57000,Регион,Самозанятый,0,0.198
848,24,80400,0,6,2,167000,Регион,Наёмный труд,0,0.408
849,53,59900,30,9,0,58000,Регион,ИП,0,0.181
850,56,80600,36,1,0,128000,Регион,Самозанятый,0,0.182
851,56,43400,36,3,1,82000,Санкт-Петербург,Наёмный труд,0,0.396
852,30,38100,4,11,1,118000,Санкт-Петербург,Наёмный труд,0,0.507
853,20,41500,0,14,4,113000,Санкт-Петербург,Самозанятый,1,0.583
854,44,86300,23,13,0,42000,Регион,Наёмный труд,1,0.089
855,60,66700,35,4,1,59000,Санкт-Петербург,Наёмный труд,0,0.203
856,34,110900,9,11,1,107000,Регион,Наёмный труд,0,0.115
857,48,34300,27,4,1,63000,Регион,Без работы,0,0.723
858,39,53100,15,2,1,119000,Регион,Наёмный труд,0,0.472
859,34,56700,7,6,1,321000,Регион,Наёмный труд,0,0.564
860,33,42800,6,3,0,228000,Регион,Наёмный труд,1,0.564
861,58,66300,31,10,0,225000,Москва,Без работы,0,0.555
862,33,54200,9,6,1,73000,Санкт-Петербург,Без работы,0,0.596
863,22,39600,0,6,0,61000,Москва,Наёмный труд,0,0.456
864,39,72700,13,11,1,220000,Регион,Наёмный труд,1,0.274
865,54,51200,29,0,4,74000,Москва,Наёмный труд,1,0.491
866,49,42700,26,4,1,147000,Регион,Наёмный труд,0,0.547
867,35,28500,8,3,1,529000,Регион,Наёмный труд,1,0.92
868,45,60000,20,13,1,220000,Регион,Наёмный труд,0,0.307
869,32,37500,8,8,0,129000,Регион,Без работы,0,0.748
870,57,44800,32,2,0,41000,Регион,Наёмный труд,0,0.228
871,40,58400,14,12,2,77000,Регион,Наёмный труд,1,0.379
872,28,55400,2,1,1,98000,Санкт-Петербург,Наёмный труд,0,0.488
873,61,94000,36,7,3,135000,Регион,Наёмный труд,0,0.159
874,47,33100,27,3,1,23000,Регион,Наёмный труд,0,0.26
875,39,47900,13,9,1,81000,Москва,Без работы,0,0.698
876,58,88100,35,13,1,172000,Москва,Наёмный труд,0,0.171
877,62,45900,38,8,2,108000,Регион,Наёмный труд,0,0.3
878,38,40900,16,4,0,225000,Регион,Наёмный труд,0,0.57
879,27,61200,2,7,0,129000,Москва,Наёмный труд,0,0.359
880,21,32400,0,11,0,50000,Регион,Наёмный труд,0,0.241
881,50,58900,30,9,1,41000,Санкт-Петербург,Наёмный труд,0,0.173
882,62,74000,37,1,2,206000,Москва,ИП,0,0.18
883,50,67300,28,13,0,243000,Регион,ИП,0,0.333
884,22,52100,0,14,1,185000,Регион,Наёмный труд,0,0.454
885,50,75500,26,6,0,250000,Регион,Наёмный труд,0,0.362
886,51,65500,29,8,1,50000,Регион,Самозанятый,0,0.284
887,46,76900,19,6,3,126000,Регион,Самозанятый,0,0.306
888,43,31100,16,1,0,89000,Регион,Наёмный труд,0,0.534
889,51,116800,28,8,1,89000,Москва,Самозанятый,0,0.048
890,55,37200,28,3,1,222000,Регион,Без работы,0,0.835
891,62,57700,40,14,1,93000,Регион,Наёмный труд,0,0.217
892,35,29700,14,5,0,35000,Санкт-Петербург,Наёмный труд,0,0.46
893,48,43300,22,2,1,143000,Регион,Без работы,0,0.778
894,30,29000,9,3,1,141000,Регион,Наёмный труд,1,0.709
895,40,50600,20,6,0,129000,Москва,Наёмный труд,0,0.365
896,59,42400,36,5,2,106000,Регион,Наёмный труд,1,0.393
897,60,47400,33,2,3,96000,Санкт-Петербург,Наёмный труд,0,0.315
898,21,28800,0,4,1,92000,Москва,Наёмный труд,0,0.586
899,31,50000,8,10,1,98000,Санкт-Петербург,Наёмный труд,0,0.361
900,42,24500,20,5,0,84000,Санкт-Петербург,Наёмный труд,0,0.511
901,30,47800,5,9,1,112000,Регион,Наёмный труд,0,0.424
902,64,32300,37,10,0,147000,Регион,Самозанятый,0,0.405
903,31,27100,11,12,1,135000,Регион,Наёмный труд,0,0.644
904,22,42500,0,8,1,48000,Регион,Наёмный труд,0,0.403
905,53,90100,28,5,2,182000,Санкт-Петербург,Наёмный труд,0,0.339
906,49,61400,25,7,3,176000,Москва,Наёмный труд,0,0.404
907,59,67600,32,7,1,230000,Санкт-Петербург,Наёмный труд,0,0.347
908,48,103500,24,9,0,144000,Регион,Наёмный труд,0,0.112
909,50,54900,29,0,3,61000,Регион,ИП,0,0.364
910,45,21700,19,14,0,148000,Регион,Без работы,0,0.806
911,34,63400,8,10,2,133000,Регион,Наёмный труд,0,0.404
912,43,49200,19,11,1,33000,Москва,Наёмный труд,1,0.244
913,44,30700,20,11,0,164000,Москва,Наёмный труд,0,0.501
914,55,31200,34,10,0,109000,Регион,Наёмный труд,0,0.427
915,20,17200,0,4,1,101000,Санкт-Петербург,Наёмный труд,1,0.716
916,28,41500,6,13,1,100000,Санкт-Петербург,Наёмный труд,0,0.476
917,50,111600,23,10,3,295000,Регион,ИП,0,0.097
918,62,39500,36,14,1,75000,Регион,Наёмный труд,0,0.335
919,34,35000,10,11,1,237000,Санкт-Петербург,Наёмный труд,1,0.721
920,22,44500,0,4,0,49000,Москва,Наёмный труд,0,0.379
921,32,34400,7,4,0,120000,Регион,Без работы,1,0.764
922,46,68900,24,1,1,204000,Регион,Самозанятый,0,0.371
923,59,102100,38,0,1,123000,Москва,Наёмный труд,0,0.034
924,49,38400,24,5,0,146000,Москва,Наёмный труд,0,0.488
925,21,40400,0,2,2,152000,Регион,ИП,1,0.764
926,22,41100,0,7,1,69000,Санкт-Петербург,Наёмный труд,0,0.622
927,45,57700,19,10,1,150000,Москва,Наёмный труд,0,0.346
928,64,52900,44,9,0,311000,Санкт-Петербург,Наёмный труд,0,0.531
929,57,58500,35,14,0,72000,Регион,Наёмный труд,1,0.195
930,23,36100,2,6,1,54000,Санкт-Петербург,Наёмный труд,0,0.524
931,60,48400,38,13,0,146000,Регион,Наёмный труд,0,0.246
932,44,34800,22,3,2,44000,Регион,Самозанятый,1,0.458
933,44,39800,17,5,1,80000,Регион,ИП,0,0.472
934,36,52300,13,4,0,145000,Регион,Наёмный труд,0,0.252
935,56,97300,30,3,2,84000,Москва,Наёмный труд,0,0.069
936,45,34200,22,4,0,62000,Санкт-Петербург,Наёмный труд,0,0.344
937,53,64600,27,8,0,132000,Регион,Наёмный труд,0,0.318
938,50,42900,26,3,0,118000,Регион,Самозанятый,0,0.439
939,20,29000,0,7,1,83000,Москва,Без работы,1,0.796
940,29,34000,8,12,1,102000,Регион,Самозанятый,0,0.529
941,35,59600,14,8,1,83000,Регион,Самозанятый,0,0.371
942,59,38100,38,6,0,101000,Регион,ИП,1,0.25
943,35,32400,8,11,0,169000,Регион,Наёмный труд,0,0.473
944,58,48100,35,14,1,318000,Санкт-Петербург,Без работы,0,0.786
945,25,59700,2,0,3,107000,Регион,ИП,0,0.555
946,49,16500,23,1,3,327000,Регион,Наёмный труд,1,0.95
947,41,17800,21,3,0,45000,Москва,Наёмный труд,0,0.436
948,43,121200,19,5,1,201000,Москва,ИП,0,0.084
949,64,38400,41,8,3,30000,Регион,Самозанятый,1,0.455
950,56,46400,32,2,0,121000,Регион,Наёмный труд,0,0.404
951,40,37800,19,10,0,161000,Москва,Самозанятый,0,0.449
952,21,40200,0,1,1,96000,Санкт-Петербург,Самозанятый,1,0.592
953,52,67200,31,4,0,182000,Москва,Наёмный труд,0,0.338
954,23,71600,0,8,0,106000,Регион,Наёмный труд,0,0.301
955,31,34200,6,0,2,46000,Москва,Наёмный труд,0,0.54
956,44,42100,19,11,1,107000,Регион,Самозанятый,0,0.458
957,39,72100,12,13,0,288000,Регион,Наёмный труд,0,0.284
958,52,52200,29,9,0,166000,Регион,Наёмный труд,0,0.335
959,41,34100,20,2,0,112000,Регион,Наёмный труд,0,0.502
960,51,61100,25,2,1,160000,Регион,ИП,1,0.312
961,47,123500,20,3,1,67000,Москва,Наёмный труд,0,0.07
962,54,62600,28,1,0,96000,Регион,Наёмный труд,0,0.309
963,41,22900,19,5,0,202000,Регион,ИП,0,0.681
964,40,38300,17,10,0,150000,Регион,Самозанятый,0,0.439
965,56,68000,33,0,1,117000,Регион,Без работы,0,0.64
966,51,48200,25,0,1,36000,Регион,Самозанятый,0,0.323
967,31,21400,9,12,0,134000,Регион,ИП,0,0.552
968,60,62400,39,12,2,61000,Санкт-Петербург,Наёмный труд,0,0.125
969,40,38600,18,3,2,56000,Регион,Наёмный труд,0,0.503
970,26,72600,3,12,0,139000,Москва,Наёмный труд,0,0.245
971,21,30600,0,12,1,52000,Регион,Наёмный труд,1,0.408
972,37,34500,12,12,2,183000,Регион,ИП,0,0.696
973,25,62800,0,2,0,80000,Москва,Наёмный труд,0,0.358
974,40,52400,14,6,0,71000,Санкт-Петербург,ИП,0,0.175
975,45,78700,25,12,1,179000,Москва,Наёмный труд,0,0.22
976,22,87600,0,8,1,57000,Москва,Наёмный труд,0,0.387
977,47,31700,27,10,1,363000,Москва,Наёмный труд,1,0.793
978,39,31700,15,7,1,64000,Москва,Наёмный труд,0,0.487
979,50,115900,25,11,1,134000,Регион,Наёмный труд,0,0.075
980,29,78300,6,14,0,223000,Регион,Наёмный труд,1,0.175
981,26,82900,0,12,0,63000,Регион,Наёмный труд,0,0.196
982,33,56600,12,14,1,143000,Регион,Наёмный труд,0,0.37
983,52,36200,31,14,0,124000,Регион,ИП,0,0.334
984,64,64400,43,10,0,106000,Регион,Без работы,0,0.263
985,35,98600,9,8,1,293000,Регион,Наёмный труд,0,0.145
986,24,58700,4,10,0,30000,Москва,Наёмный труд,1,0.228
987,28,33000,6,8,1,34000,Москва,Наёмный труд,1,0.555
988,51,126000,29,10,0,55000,Регион,Наёмный труд,0,0.094
989,29,58900,8,3,0,49000,Регион,ИП,0,0.274
990,53,52300,29,1,2,80000,Регион,ИП,0,0.262
991,53,21000,31,1,0,27000,Москва,Наёмный труд,0,0.461
992,31,32200,7,13,1,122000,Регион,Без работы,1,0.838
993,44,25800,17,1,2,239000,Регион,Наёмный труд,0,0.888
994,46,39400,26,14,1,63000,Санкт-Петербург,Без работы,0,0.486
995,40,47400,15,3,0,65000,Санкт-Петербург,Наёмный труд,0,0.324
996,55,33600,35,14,0,331000,Санкт-Петербург,Самозанятый,0,0.71
997,37,51500,15,6,1,81000,Регион,Наёмный труд,0,0.412
998,42,25700,21,11,1,230000,Регион,Наёмный труд,0,0.734
999,54,69200,31,13,0,81000,Санкт-Петербург,ИП,0,0.132
1000,55,35900,31,1,0,77000,Москва,ИП,0,0.403
